id_cliente;nome_cliente;idade;data_atendimento;serviço;produto_vendido;valor_serviço;valor_produto
C237;Luiz Gustavo Gonçalves;70;2024-03-04;Combo 1;;110;0
C057;Sr. Juan Cavalcanti;31;2024-03-04;Corte de Cabelo;Balm;70;49
C150;Pedro Henrique Pereira;22;2024-03-04;Barba Modelada;;55;0
C198;Dr. Luiz Miguel Vieira;30;2024-03-05;Barba Modelada;;55;0
C030;Lorenzo Santos;56;2024-03-05;Corte a Maquina;Balm;55;49
C111;Antônio Alves;67;2024-03-05;Depilação de orelha;;35;0
C192;Sr. João Lucas Ribeiro;45;2024-03-05;Combo 1;Balm;110;49
C052;Pedro Miguel Sales;48;2024-03-05;Corte de Cabelo;;70;0
C053;Guilherme Fogaça;75;2024-03-05;Hidratação;;70;0
C174;Leonardo Novaes;23;2024-03-05;Depilação de nariz;;35;0
C216;Thales Almeida;62;2024-03-05;Combo 1;;110;0
C075;Thiago da Rosa;33;2024-03-05;Corte a Maquina;Balm;55;49
C209;Lorenzo Martins;37;2024-03-05;Combo 1;;110;0
C136;Dr. Levi Cunha;22;2024-03-05;Limpeza de pele;;45;0
C214;Gustavo Barbosa;75;2024-03-05;Combo 1;Pomada de cabelo;110;89
C021;Breno Nogueira;27;2024-03-06;Corte de Cabelo;Shampoo de barba;70;49
C164;Nathan Cardoso;74;2024-03-06;Combo 1;;110;0
C144;Enrico Moura;40;2024-03-06;Barba Modelada;;55;0
C074;Lucas Gabriel Azevedo;70;2024-03-06;Corte de Cabelo;;70;0
C121;Eduardo Nascimento;51;2024-03-06;Corte de Cabelo;;70;0
C107;Dr. Gabriel Souza;53;2024-03-06;Combo 2;;100;0
C193;Diego Campos;4;2024-03-06;Combo 1;Balm;110;49
C081;Pedro Henrique da Cruz;30;2024-03-06;Corte de Cabelo;;70;0
C164;Nathan Cardoso;74;2024-03-06;Limpeza de pele;;45;0
C241;Bruno Souza;25;2024-03-06;Depilação de orelha;;35;0
C239;Danilo Pinto;19;2024-03-06;Barba Modelada;;55;0
C049;Emanuel Oliveira;12;2024-03-07;Corte a Maquina;;55;0
C011;Dr. Pedro Henrique Carvalho;56;2024-03-07;Sobrancelha;;35;0
C018;Benício das Neves;79;2024-03-07;Limpeza de pele;Balm;45;49
C246;Sr. Cauê da Costa;58;2024-03-07;Corte de Cabelo;;70;0
C040;Vinicius Nunes;47;2024-03-07;Depilação de nariz;;35;0
C164;Nathan Cardoso;74;2024-03-07;Barba Modelada;Balm;55;49
C075;Thiago da Rosa;33;2024-03-07;Sobrancelha;;35;0
C166;Sr. João Vitor Vieira;12;2024-03-07;Corte a Maquina;Shampoo de barba;55;49
C092;Marcos Vinicius Nogueira;42;2024-03-07;Combo 2;Balm;100;49
C220;Lorenzo Alves;26;2024-03-07;Barba Modelada;;55;0
C172;Dr. Luiz Henrique Azevedo;62;2024-03-07;Combo 1;Pomada de cabelo;110;89
C159;João Ribeiro;48;2024-03-07;Corte de Cabelo;;70;0
C116;Lucca Moraes;21;2024-03-07;Sobrancelha;;35;0
C002;Raul da Rocha;5;2024-03-07;Corte a Maquina;Shampoo de barba;55;49
C195;Dr. João Felipe Lopes;72;2024-03-07;Corte de Cabelo;;70;0
C139;Luiz Felipe Pinto;35;2024-03-07;Corte a Maquina;;55;0
C054;Joaquim Caldeira;26;2024-03-07;Combo 2;;100;0
C241;Bruno Souza;25;2024-03-08;Corte a Maquina;;55;0
C153;Yuri Cardoso;2;2024-03-08;Combo 1;;110;0
C104;Lucas Gabriel Gomes;76;2024-03-08;Corte de Cabelo;;70;0
C216;Thales Almeida;62;2024-03-08;Combo 1;;110;0
C079;João Guilherme Dias;36;2024-03-08;Combo 1;;110;0
C150;Pedro Henrique Pereira;22;2024-03-08;Barba Modelada;;55;0
C117;Henrique Barros;22;2024-03-08;Depilação de orelha;;35;0
C207;Pietro Caldeira;67;2024-03-08;Barba Modelada;;55;0
C209;Lorenzo Martins;37;2024-03-08;Corte de Cabelo;;70;0
C111;Antônio Alves;67;2024-03-08;Sobrancelha;;35;0
C242;Davi Novaes;37;2024-03-08;Corte de Cabelo;;70;0
C207;Pietro Caldeira;67;2024-03-08;Combo 2;;100;0
C177;Thiago Melo;79;2024-03-08;Barba Modelada;;55;0
C226;Pedro Henrique Jesus;54;2024-03-08;Combo 1;;110;0
C071;Rafael Mendes;11;2024-03-08;Corte de Cabelo;;70;0
C144;Enrico Moura;40;2024-03-08;Depilação de nariz;;35;0
C150;Pedro Henrique Pereira;22;2024-03-08;Depilação de nariz;;35;0
C164;Nathan Cardoso;74;2024-03-09;Combo 1;Pomada de cabelo;110;89
C169;Alexandre Gomes;70;2024-03-09;Acabamento;;28;0
C043;Dr. Kaique Campos;35;2024-03-09;Barba Modelada;;55;0
C077;Igor Pereira;61;2024-03-09;Depilação de nariz;;35;0
C050;Pedro Henrique Fogaça;72;2024-03-09;Corte de Cabelo;Pomada de cabelo;70;89
C131;Enzo Gabriel Porto;36;2024-03-09;Barba Modelada;Pomada de cabelo;55;89
C243;Diogo Ribeiro;61;2024-03-09;Depilação de nariz;Pomada de cabelo;35;89
C067;João Felipe Monteiro;49;2024-03-09;Corte de Cabelo;;70;0
C084;Nicolas Oliveira;31;2024-03-09;Corte de Cabelo;;70;0
C039;Paulo Cardoso;14;2024-03-09;Corte a Maquina;Shampoo de barba;55;49
C137;Danilo Viana;60;2024-03-10;Combo 2;;100;0
C051;Lorenzo Fernandes;39;2024-03-10;Corte a Maquina;;55;0
C220;Lorenzo Alves;26;2024-03-10;Corte de Cabelo;;70;0
C060;Marcos Vinicius Lopes;31;2024-03-10;Corte de Cabelo;;70;0
C087;Augusto Nunes;53;2024-03-10;Corte a Maquina;Pomada de cabelo;55;89
C161;Luiz Miguel Sales;32;2024-03-10;Barba Modelada;Shampoo de barba;55;49
C197;Dr. Lucca Porto;77;2024-03-10;Combo 1;;110;0
C117;Henrique Barros;22;2024-03-10;Corte de Cabelo;Balm;70;49
C215;Dr. Luiz Gustavo da Luz;75;2024-03-11;Combo 1;Pomada de cabelo;110;89
C073;Sr. Diogo da Luz;23;2024-03-11;Sobrancelha;Pomada de cabelo;35;89
C199;Luiz Felipe Moraes;2;2024-03-11;Corte de Cabelo;;70;0
C193;Diego Campos;4;2024-03-11;Combo 1;;110;0
C244;Sr. Benjamin Moura;33;2024-03-11;Corte de Cabelo;Balm;70;49
C088;Sr. Bruno Rocha;36;2024-03-11;Barba Modelada;Pomada de cabelo;55;89
C094;Felipe Barros;65;2024-03-11;Corte de Cabelo;;70;0
C182;Sr. Alexandre Azevedo;41;2024-03-11;Depilação de orelha;;35;0
C071;Rafael Mendes;11;2024-03-11;Combo 1;;110;0
C072;João Lucas Cunha;79;2024-03-12;Corte de Cabelo;;70;0
C164;Nathan Cardoso;74;2024-03-12;Corte de Cabelo;;70;0
C085;João Lucas Azevedo;6;2024-03-12;Combo 1;;110;0
C171;Erick Ferreira;18;2024-03-12;Combo 1;Shampoo de barba;110;49
C096;Enzo Moreira;60;2024-03-12;Corte de Cabelo;;70;0
C212;Breno da Costa;71;2024-03-12;Limpeza de pele;Pomada de cabelo;45;89
C140;Cauã Freitas;66;2024-03-12;Depilação de nariz;;35;0
C132;João Vitor Azevedo;45;2024-03-12;Combo 1;Pomada de cabelo;110;89
C108;Dr. Luiz Fernando Porto;48;2024-03-13;Combo 1;Balm;110;49
C132;João Vitor Azevedo;45;2024-03-13;Barba Modelada;;55;0
C224;Noah Nascimento;47;2024-03-13;Depilação de orelha;;35;0
C117;Henrique Barros;22;2024-03-13;Corte de Cabelo;;70;0
C138;Cauã Teixeira;2;2024-03-13;Combo 1;Balm;110;49
C082;Yuri Teixeira;43;2024-03-13;Combo 2;;100;0
C140;Cauã Freitas;66;2024-03-13;Combo 1;Balm;110;49
C124;Dr. Gustavo Henrique Rodrigues;61;2024-03-13;Corte de Cabelo;;70;0
C184;Sr. Alexandre Silva;49;2024-03-13;Combo 1;;110;0
C144;Enrico Moura;40;2024-03-13;Corte de Cabelo;;70;0
C005;Dr. Enrico Ribeiro;30;2024-03-13;Corte de Cabelo;;70;0
C230;Enzo Alves;9;2024-03-13;Corte a Maquina;;55;0
C079;João Guilherme Dias;36;2024-03-13;Corte de Cabelo;;70;0
C235;Augusto Peixoto;26;2024-03-13;Barba Modelada;Shampoo de barba;55;49
C219;Lucca Nogueira;54;2024-03-13;Corte de Cabelo;Shampoo de barba;70;49
C200;Murilo Almeida;11;2024-03-13;Corte a Maquina;;55;0
C167;Marcos Vinicius Ferreira;64;2024-03-13;Limpeza de pele;;45;0
C222;Antônio Carvalho;14;2024-03-13;Corte de Cabelo;;70;0
C052;Pedro Miguel Sales;48;2024-03-14;Corte a Maquina;;55;0
C166;Sr. João Vitor Vieira;12;2024-03-14;Combo 1;Pomada de cabelo;110;89
C164;Nathan Cardoso;74;2024-03-14;Corte de Cabelo;Pomada de cabelo;70;89
C087;Augusto Nunes;53;2024-03-14;Combo 1;;110;0
C176;Lucas Gabriel Costela;69;2024-03-14;Combo 2;;100;0
C109;Luiz Otávio Santos;30;2024-03-14;Depilação de nariz;;35;0
C245;Sr. Joaquim Martins;11;2024-03-14;Corte de Cabelo;;70;0
C197;Dr. Lucca Porto;77;2024-03-14;Corte a Maquina;;55;0
C247;Dr. Danilo Caldeira;72;2024-03-15;Corte de Cabelo;;70;0
C050;Pedro Henrique Fogaça;72;2024-03-15;Corte de Cabelo;;70;0
C122;Nathan Moura;50;2024-03-15;Corte de Cabelo;;70;0
C162;Breno da Paz;9;2024-03-15;Combo 1;;110;0
C008;Dr. Calebe Caldeira;71;2024-03-15;Acabamento;;28;0
C155;Dr. Davi Lucca Aragão;43;2024-03-15;Corte de Cabelo;Balm;70;49
C031;Emanuel Farias;45;2024-03-15;Corte a Maquina;;55;0
C018;Benício das Neves;79;2024-03-15;Hidratação;Pomada de cabelo;70;89
C009;Matheus da Cunha;13;2024-03-15;Corte de Cabelo;;70;0
C190;Luiz Felipe Carvalho;30;2024-03-15;Combo 1;;110;0
C198;Dr. Luiz Miguel Vieira;30;2024-03-15;Depilação de nariz;;35;0
C020;Sr. Calebe Peixoto;73;2024-03-15;Corte de Cabelo;;70;0
C119;Erick Caldeira;78;2024-03-15;Corte de Cabelo;;70;0
C118;Ryan Cavalcanti;56;2024-03-15;Depilação de orelha;;35;0
C198;Dr. Luiz Miguel Vieira;30;2024-03-16;Limpeza de pele;;45;0
C132;João Vitor Azevedo;45;2024-03-16;Sobrancelha;Pomada de cabelo;35;89
C131;Enzo Gabriel Porto;36;2024-03-16;Corte de Cabelo;;70;0
C091;Marcos Vinicius Castro;74;2024-03-16;Combo 2;;100;0
C183;Sr. Enrico das Neves;53;2024-03-16;Combo 2;;100;0
C030;Lorenzo Santos;56;2024-03-16;Combo 1;;110;0
C122;Nathan Moura;50;2024-03-16;Combo 2;;100;0
C152;Heitor Vieira;69;2024-03-16;Limpeza de pele;;45;0
C156;João Felipe das Neves;64;2024-03-16;Combo 1;;110;0
C010;Benjamin Fernandes;77;2024-03-16;Corte de Cabelo;;70;0
C004;Sr. Davi Luiz Gomes;33;2024-03-16;Limpeza de pele;Balm;45;49
C026;João Felipe Cavalcanti;77;2024-03-17;Corte a Maquina;Pomada de cabelo;55;89
C133;Kevin Silva;16;2024-03-17;Corte de Cabelo;Balm;70;49
C077;Igor Pereira;61;2024-03-17;Hidratação;Pomada de cabelo;70;89
C142;Enzo da Mota;66;2024-03-17;Combo 1;Shampoo de barba;110;49
C103;João Vitor Martins;35;2024-03-17;Corte de Cabelo;;70;0
C093;Calebe Dias;29;2024-03-17;Combo 1;;110;0
C019;Calebe Gomes;5;2024-03-17;Combo 1;Balm;110;49
C073;Sr. Diogo da Luz;23;2024-03-17;Combo 1;;110;0
C008;Dr. Calebe Caldeira;71;2024-03-17;Depilação de nariz;;35;0
C069;Pedro Henrique Pires;28;2024-03-17;Limpeza de pele;;45;0
C151;Cauê Oliveira;71;2024-03-17;Corte de Cabelo;Balm;70;49
C187;Ian Moraes;59;2024-03-18;Hidratação;;70;0
C003;Dr. Daniel Vieira;37;2024-03-18;Limpeza de pele;Pomada de cabelo;45;89
C039;Paulo Cardoso;14;2024-03-18;Combo 1;;110;0
C191;Enrico Peixoto;10;2024-03-18;Combo 1;;110;0
C065;Vinicius Aragão;48;2024-03-18;Corte de Cabelo;Shampoo de barba;70;49
C044;Francisco da Cruz;7;2024-03-19;Corte de Cabelo;;70;0
C097;Nicolas Gomes;20;2024-03-19;Barba Modelada;;55;0
C082;Yuri Teixeira;43;2024-03-19;Corte a Maquina;;55;0
C247;Dr. Danilo Caldeira;72;2024-03-19;Limpeza de pele;;45;0
C097;Nicolas Gomes;20;2024-03-19;Corte de Cabelo;;70;0
C156;João Felipe das Neves;64;2024-03-19;Corte de Cabelo;;70;0
C024;Breno das Neves;30;2024-03-19;Barba Modelada;Shampoo de barba;55;49
C180;Bryan Azevedo;71;2024-03-19;Combo 2;;100;0
C070;Davi Luiz Fogaça;36;2024-03-19;Limpeza de pele;;45;0
C028;Davi Lucas da Costa;2;2024-03-19;Corte de Cabelo;Shampoo de barba;70;49
C038;Sr. João Miguel Alves;50;2024-03-19;Corte de Cabelo;;70;0
C222;Antônio Carvalho;14;2024-03-19;Combo 1;;110;0
C018;Benício das Neves;79;2024-03-19;Limpeza de pele;;45;0
C216;Thales Almeida;62;2024-03-19;Depilação de orelha;;35;0
C209;Lorenzo Martins;37;2024-03-19;Combo 1;Balm;110;49
C199;Luiz Felipe Moraes;2;2024-03-19;Corte de Cabelo;;70;0
C076;Marcelo Mendes;22;2024-03-20;Corte de Cabelo;;70;0
C067;João Felipe Monteiro;49;2024-03-20;Limpeza de pele;;45;0
C018;Benício das Neves;79;2024-03-20;Barba Modelada;;55;0
C043;Dr. Kaique Campos;35;2024-03-20;Depilação de orelha;Shampoo de barba;35;49
C210;João Miguel da Paz;64;2024-03-20;Combo 1;Shampoo de barba;110;49
C074;Lucas Gabriel Azevedo;70;2024-03-20;Hidratação;;70;0
C144;Enrico Moura;40;2024-03-20;Barba Modelada;;55;0
C218;Sr. Emanuel da Mata;62;2024-03-20;Depilação de nariz;;35;0
C011;Dr. Pedro Henrique Carvalho;56;2024-03-20;Corte a Maquina;Shampoo de barba;55;49
C210;João Miguel da Paz;64;2024-03-20;Depilação de orelha;;35;0
C076;Marcelo Mendes;22;2024-03-20;Corte de Cabelo;;70;0
C059;Sr. Caio Teixeira;12;2024-03-20;Corte de Cabelo;;70;0
C169;Alexandre Gomes;70;2024-03-20;Hidratação;;70;0
C167;Marcos Vinicius Ferreira;64;2024-03-20;Combo 1;Balm;110;49
C067;João Felipe Monteiro;49;2024-03-20;Combo 1;;110;0
C026;João Felipe Cavalcanti;77;2024-03-20;Depilação de nariz;;35;0
C199;Luiz Felipe Moraes;2;2024-03-20;Corte de Cabelo;Balm;70;49
C020;Sr. Calebe Peixoto;73;2024-03-20;Hidratação;;70;0
C246;Sr. Cauê da Costa;58;2024-03-20;Corte a Maquina;;55;0
C107;Dr. Gabriel Souza;53;2024-03-20;Corte de Cabelo;Shampoo de barba;70;49
C044;Francisco da Cruz;7;2024-03-20;Corte de Cabelo;Pomada de cabelo;70;89
C082;Yuri Teixeira;43;2024-03-20;Combo 1;;110;0
C180;Bryan Azevedo;71;2024-03-21;Combo 1;;110;0
C111;Antônio Alves;67;2024-03-21;Combo 1;;110;0
C100;Marcos Vinicius Novaes;33;2024-03-21;Barba Modelada;;55;0
C100;Marcos Vinicius Novaes;33;2024-03-21;Barba Modelada;;55;0
C222;Antônio Carvalho;14;2024-03-21;Combo 1;;110;0
C210;João Miguel da Paz;64;2024-03-21;Combo 1;;110;0
C226;Pedro Henrique Jesus;54;2024-03-21;Corte de Cabelo;;70;0
C211;Cauê Almeida;29;2024-03-21;Hidratação;Pomada de cabelo;70;89
C199;Luiz Felipe Moraes;2;2024-03-21;Corte de Cabelo;Shampoo de barba;70;49
C068;Thomas Melo;47;2024-03-21;Combo 1;;110;0
C241;Bruno Souza;25;2024-03-21;Barba Modelada;;55;0
C201;Nathan Gonçalves;9;2024-03-21;Combo 1;Shampoo de barba;110;49
C235;Augusto Peixoto;26;2024-03-21;Corte a Maquina;Balm;55;49
C237;Luiz Gustavo Gonçalves;70;2024-03-21;Combo 1;;110;0
C131;Enzo Gabriel Porto;36;2024-03-21;Barba Modelada;Shampoo de barba;55;49
C083;Samuel Azevedo;9;2024-03-21;Corte a Maquina;;55;0
C209;Lorenzo Martins;37;2024-03-21;Combo 1;Pomada de cabelo;110;89
C232;Levi da Mota;45;2024-03-21;Combo 2;Balm;100;49
C077;Igor Pereira;61;2024-03-22;Corte a Maquina;Shampoo de barba;55;49
C093;Calebe Dias;29;2024-03-22;Limpeza de pele;;45;0
C249;Bryan da Mata;8;2024-03-22;Corte de Cabelo;Balm;70;49
C194;Kevin Silva;77;2024-03-22;Corte a Maquina;Shampoo de barba;55;49
C043;Dr. Kaique Campos;35;2024-03-22;Combo 1;;110;0
C062;Lorenzo da Paz;50;2024-03-22;Corte de Cabelo;Balm;70;49
C195;Dr. João Felipe Lopes;72;2024-03-22;Combo 1;;110;0
C148;Sr. Enrico Teixeira;21;2024-03-22;Sobrancelha;;35;0
C098;Dr. Nathan Viana;35;2024-03-22;Limpeza de pele;;45;0
C085;João Lucas Azevedo;6;2024-03-22;Corte a Maquina;;55;0
C068;Thomas Melo;47;2024-03-22;Combo 1;;110;0
C166;Sr. João Vitor Vieira;12;2024-03-22;Corte de Cabelo;;70;0
C227;Davi Luiz da Paz;61;2024-03-22;Depilação de orelha;Balm;35;49
C060;Marcos Vinicius Lopes;31;2024-03-22;Combo 1;;110;0
C115;Bernardo Viana;16;2024-03-22;Corte de Cabelo;Shampoo de barba;70;49
C179;Dr. Vitor Barbosa;29;2024-03-22;Corte a Maquina;;55;0
C059;Sr. Caio Teixeira;12;2024-03-22;Corte de Cabelo;;70;0
C015;Theo Cardoso;29;2024-03-22;Combo 1;;110;0
C024;Breno das Neves;30;2024-03-23;Combo 1;;110;0
C002;Raul da Rocha;5;2024-03-23;Corte de Cabelo;;70;0
C041;Arthur Silveira;46;2024-03-23;Depilação de orelha;Pomada de cabelo;35;89
C024;Breno das Neves;30;2024-03-23;Corte de Cabelo;;70;0
C202;Breno Vieira;31;2024-03-23;Combo 1;;110;0
C193;Diego Campos;4;2024-03-23;Corte a Maquina;;55;0
C237;Luiz Gustavo Gonçalves;70;2024-03-23;Corte a Maquina;;55;0
C149;Enzo Gabriel Rocha;49;2024-03-23;Limpeza de pele;;45;0
C024;Breno das Neves;30;2024-03-23;Depilação de nariz;;35;0
C166;Sr. João Vitor Vieira;12;2024-03-23;Corte a Maquina;;55;0
C024;Breno das Neves;30;2024-03-23;Combo 1;Balm;110;49
C077;Igor Pereira;61;2024-03-24;Limpeza de pele;Balm;45;49
C023;Luiz Gustavo Moreira;55;2024-03-24;Corte de Cabelo;;70;0
C086;Sr. Davi Lucas Vieira;42;2024-03-24;Corte de Cabelo;;70;0
C067;João Felipe Monteiro;49;2024-03-24;Corte de Cabelo;;70;0
C195;Dr. João Felipe Lopes;72;2024-03-24;Limpeza de pele;Shampoo de barba;45;49
C084;Nicolas Oliveira;31;2024-03-24;Combo 1;;110;0
C231;Francisco Vieira;53;2024-03-24;Combo 2;;100;0
C138;Cauã Teixeira;2;2024-03-24;Combo 1;;110;0
C027;Dr. Kaique Farias;37;2024-03-24;Corte de Cabelo;;70;0
C176;Lucas Gabriel Costela;69;2024-03-24;Combo 1;;110;0
C137;Danilo Viana;60;2024-03-24;Sobrancelha;;35;0
C074;Lucas Gabriel Azevedo;70;2024-03-24;Limpeza de pele;;45;0
C126;Davi da Cunha;34;2024-03-24;Corte de Cabelo;Pomada de cabelo;70;89
C019;Calebe Gomes;5;2024-03-24;Corte de Cabelo;;70;0
C198;Dr. Luiz Miguel Vieira;30;2024-03-25;Depilação de nariz;Pomada de cabelo;35;89
C094;Felipe Barros;65;2024-03-25;Corte de Cabelo;;70;0
C009;Matheus da Cunha;13;2024-03-25;Combo 1;;110;0
C238;Dr. Heitor da Costa;59;2024-03-25;Combo 1;Pomada de cabelo;110;89
C238;Dr. Heitor da Costa;59;2024-03-25;Corte de Cabelo;Pomada de cabelo;70;89
C123;Diogo Mendes;78;2024-03-25;Depilação de orelha;;35;0
C150;Pedro Henrique Pereira;22;2024-03-26;Corte de Cabelo;Shampoo de barba;70;49
C067;João Felipe Monteiro;49;2024-03-26;Barba Modelada;;55;0
C092;Marcos Vinicius Nogueira;42;2024-03-26;Combo 1;;110;0
C071;Rafael Mendes;11;2024-03-26;Combo 1;;110;0
C224;Noah Nascimento;47;2024-03-26;Corte de Cabelo;Shampoo de barba;70;49
C101;Rodrigo Ferreira;73;2024-03-26;Corte de Cabelo;;70;0
C110;Diego Moraes;19;2024-03-26;Limpeza de pele;;45;0
C160;Noah Porto;41;2024-03-26;Depilação de nariz;;35;0
C130;Dr. Luigi Ferreira;70;2024-03-26;Depilação de orelha;;35;0
C135;Lucas Costa;57;2024-03-26;Depilação de nariz;;35;0
C247;Dr. Danilo Caldeira;72;2024-03-26;Depilação de orelha;Balm;35;49
C093;Calebe Dias;29;2024-03-27;Corte de Cabelo;Shampoo de barba;70;49
C241;Bruno Souza;25;2024-03-27;Sobrancelha;Pomada de cabelo;35;89
C202;Breno Vieira;31;2024-03-27;Corte de Cabelo;Balm;70;49
C096;Enzo Moreira;60;2024-03-27;Corte de Cabelo;Balm;70;49
C210;João Miguel da Paz;64;2024-03-27;Combo 1;;110;0
C239;Danilo Pinto;19;2024-03-27;Corte de Cabelo;Shampoo de barba;70;49
C150;Pedro Henrique Pereira;22;2024-03-27;Corte a Maquina;;55;0
C121;Eduardo Nascimento;51;2024-03-27;Corte de Cabelo;;70;0
C219;Lucca Nogueira;54;2024-03-28;Corte de Cabelo;Balm;70;49
C150;Pedro Henrique Pereira;22;2024-03-28;Corte de Cabelo;;70;0
C118;Ryan Cavalcanti;56;2024-03-28;Combo 1;;110;0
C187;Ian Moraes;59;2024-03-28;Combo 2;Pomada de cabelo;100;89
C176;Lucas Gabriel Costela;69;2024-03-28;Corte de Cabelo;Shampoo de barba;70;49
C012;Yago Pereira;6;2024-03-28;Corte a Maquina;;55;0
C205;Luiz Felipe Almeida;44;2024-03-28;Combo 1;;110;0
C052;Pedro Miguel Sales;48;2024-03-28;Sobrancelha;;35;0
C034;João Moraes;29;2024-03-28;Depilação de orelha;;35;0
C023;Luiz Gustavo Moreira;55;2024-03-28;Corte de Cabelo;Shampoo de barba;70;49
C034;João Moraes;29;2024-03-28;Acabamento;;28;0
C203;Renan da Mota;10;2024-03-28;Combo 1;;110;0
C183;Sr. Enrico das Neves;53;2024-03-28;Corte de Cabelo;;70;0
C009;Matheus da Cunha;13;2024-03-28;Corte de Cabelo;;70;0
C073;Sr. Diogo da Luz;23;2024-03-28;Combo 1;;110;0
C022;Danilo Fernandes;71;2024-03-28;Combo 2;;100;0
C169;Alexandre Gomes;70;2024-03-28;Combo 1;;110;0
C027;Dr. Kaique Farias;37;2024-03-28;Barba Modelada;;55;0
C154;João Guilherme Ribeiro;78;2024-03-28;Combo 1;;110;0
C231;Francisco Vieira;53;2024-03-28;Barba Modelada;Shampoo de barba;55;49
C224;Noah Nascimento;47;2024-03-28;Corte de Cabelo;;70;0
C150;Pedro Henrique Pereira;22;2024-03-28;Combo 1;Shampoo de barba;110;49
C042;João Vitor Cardoso;79;2024-03-29;Corte de Cabelo;;70;0
C118;Ryan Cavalcanti;56;2024-03-29;Combo 1;;110;0
C247;Dr. Danilo Caldeira;72;2024-03-29;Combo 1;;110;0
C014;Luiz Henrique Caldeira;13;2024-03-29;Combo 1;;110;0
C050;Pedro Henrique Fogaça;72;2024-03-29;Corte de Cabelo;;70;0
C238;Dr. Heitor da Costa;59;2024-03-29;Corte de Cabelo;;70;0
C182;Sr. Alexandre Azevedo;41;2024-03-29;Corte de Cabelo;;70;0
C176;Lucas Gabriel Costela;69;2024-03-29;Combo 1;;110;0
C160;Noah Porto;41;2024-03-29;Barba Modelada;;55;0
C196;Gabriel Peixoto;31;2024-03-29;Corte a Maquina;;55;0
C139;Luiz Felipe Pinto;35;2024-03-29;Barba Modelada;;55;0
C185;Dr. Marcelo Silva;58;2024-03-29;Sobrancelha;;35;0
C016;Levi Pereira;31;2024-03-29;Barba Modelada;;55;0
C211;Cauê Almeida;29;2024-03-29;Limpeza de pele;Balm;45;49
C051;Lorenzo Fernandes;39;2024-03-29;Combo 1;;110;0
C189;Enzo Gomes;33;2024-03-29;Combo 1;;110;0
C211;Cauê Almeida;29;2024-03-29;Corte de Cabelo;;70;0
C188;Dr. Cauê Moraes;17;2024-03-29;Combo 1;Shampoo de barba;110;49
C028;Davi Lucas da Costa;2;2024-03-29;Corte de Cabelo;Balm;70;49
C054;Joaquim Caldeira;26;2024-03-29;Combo 1;Shampoo de barba;110;49
C171;Erick Ferreira;18;2024-03-30;Combo 1;;110;0
C100;Marcos Vinicius Novaes;33;2024-03-30;Barba Modelada;;55;0
C010;Benjamin Fernandes;77;2024-03-30;Barba Modelada;;55;0
C111;Antônio Alves;67;2024-03-30;Corte a Maquina;Balm;55;49
C243;Diogo Ribeiro;61;2024-03-30;Combo 1;Shampoo de barba;110;49
C072;João Lucas Cunha;79;2024-03-30;Depilação de orelha;Pomada de cabelo;35;89
C022;Danilo Fernandes;71;2024-03-30;Corte de Cabelo;Balm;70;49
C028;Davi Lucas da Costa;2;2024-03-30;Corte de Cabelo;;70;0
C131;Enzo Gabriel Porto;36;2024-03-30;Hidratação;;70;0
C160;Noah Porto;41;2024-03-30;Acabamento;;28;0
C208;João Pedro Teixeira;32;2024-03-30;Corte de Cabelo;;70;0
C187;Ian Moraes;59;2024-03-30;Corte de Cabelo;;70;0
C140;Cauã Freitas;66;2024-03-31;Barba Modelada;Shampoo de barba;55;49
C067;João Felipe Monteiro;49;2024-03-31;Combo 1;;110;0
C036;Dr. Davi Lucas Azevedo;15;2024-03-31;Corte de Cabelo;;70;0
C107;Dr. Gabriel Souza;53;2024-03-31;Sobrancelha;;35;0
C187;Ian Moraes;59;2024-03-31;Combo 1;Pomada de cabelo;110;89
C032;Gabriel Teixeira;37;2024-03-31;Combo 2;Balm;100;49
C227;Davi Luiz da Paz;61;2024-03-31;Combo 2;;100;0
C006;Dr. Davi Peixoto;19;2024-03-31;Corte a Maquina;Balm;55;49
C072;João Lucas Cunha;79;2024-03-31;Barba Modelada;Balm;55;49
C235;Augusto Peixoto;26;2024-03-31;Corte de Cabelo;;70;0
C010;Benjamin Fernandes;77;2024-03-31;Corte de Cabelo;;70;0
C014;Luiz Henrique Caldeira;13;2024-03-31;Corte de Cabelo;;70;0
C249;Bryan da Mata;8;2024-04-01;Combo 1;;110;0
C130;Dr. Luigi Ferreira;70;2024-04-01;Barba Modelada;;55;0
C014;Luiz Henrique Caldeira;13;2024-04-01;Corte de Cabelo;;70;0
C134;Heitor Moura;39;2024-04-01;Barba Modelada;Pomada de cabelo;55;89
C021;Breno Nogueira;27;2024-04-01;Combo 1;Balm;110;49
C210;João Miguel da Paz;64;2024-04-01;Combo 2;;100;0
C190;Luiz Felipe Carvalho;30;2024-04-01;Corte de Cabelo;Pomada de cabelo;70;89
C247;Dr. Danilo Caldeira;72;2024-04-01;Corte de Cabelo;;70;0
C209;Lorenzo Martins;37;2024-04-01;Barba Modelada;;55;0
C010;Benjamin Fernandes;77;2024-04-01;Combo 2;Pomada de cabelo;100;89
C135;Lucas Costa;57;2024-04-01;Corte a Maquina;Balm;55;49
C175;Diogo Almeida;35;2024-04-02;Corte de Cabelo;;70;0
C106;Sr. Yago Jesus;76;2024-04-02;Combo 1;;110;0
